label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.2557704746723175,0.786649763584137,1.6066588059970854e-08,0.3513912558555603,0.7387194633483887,-0.025080738589167595,0.41201043128967285,0.6412492990493774,-0.030372191220521927,0.4388391673564911,0.5343925356864929,-0.036813147366046906,0.44816645979881287,0.45197856426239014,-0.042262278497219086,0.3458620309829712,0.5600724220275879,-0.0006060110172256827,0.3499266505241394,0.46795788407325745,-0.02613089047372341,0.34436240792274475,0.4939514398574829,-0.043667010962963104,0.34707874059677124,0.5171248912811279,-0.05391104519367218,0.28635334968566895,0.5554161667823792,-0.002588083269074559,0.29380613565444946,0.45813676714897156,-0.029629452154040337,0.2914089858531952,0.5111184120178223,-0.04204109311103821,0.2986069321632385,0.5500624179840088,-0.04715878516435623,0.23317460715770721,0.568230390548706,-0.010562155395746231,0.23813208937644958,0.4625732898712158,-0.03956226259469986,0.2380158007144928,0.5130662322044373,-0.03273404389619827,0.24417540431022644,0.5560107827186584,-0.02205626107752323,0.18254856765270233,0.5930288434028625,-0.021397113800048828,0.17712470889091492,0.5042775869369507,-0.040426697582006454,0.1807219386100769,0.5294131636619568,-0.03245215490460396,0.18782037496566772,0.5593703389167786,-0.022695664316415787
A,0.2583141326904297,0.8064069151878357,1.8592737660583225e-07,0.3392309546470642,0.7500438690185547,-0.03624027594923973,0.4025735855102539,0.6496174335479736,-0.04276081547141075,0.43024584650993347,0.5464084148406982,-0.046593841165304184,0.44291985034942627,0.4689595103263855,-0.0533384270966053,0.37339338660240173,0.6324366927146912,-0.029254011809825897,0.39886850118637085,0.5433292388916016,-0.04913840442895889,0.4045674204826355,0.47161978483200073,-0.06750067323446274,0.41091281175613403,0.4084458351135254,-0.08452875167131424,0.30967655777931213,0.6259527206420898,-0.02864890731871128,0.3061111569404602,0.5371688008308411,-0.052241258323192596,0.3117709755897522,0.4815866947174072,-0.07588480412960052,0.3249165713787079,0.43878674507141113,-0.09674379229545593,0.2489859014749527,0.636102020740509,-0.03237378969788551,0.23907116055488586,0.5496609210968018,-0.059135034680366516,0.2439948469400406,0.48964014649391174,-0.07355903834104538,0.2550567388534546,0.44407689571380615,-0.0844837948679924,0.1918531060218811,0.6558704972267151,-0.03953512758016586,0.17853231728076935,0.5744522213935852,-0.0669812336564064,0.1748637855052948,0.5162145495414734,-0.07787947356700897,0.18001219630241394,0.46648091077804565,-0.08547525107860565
A,0.32453590631484985,0.7922794818878174,-3.101327195054182e-07,0.27275848388671875,0.7313003540039062,-0.04331962391734123,0.2510126531124115,0.6451703310012817,-0.06826428323984146,0.2590365707874298,0.5755269527435303,-0.0931365042924881,0.27523860335350037,0.5368164777755737,-0.11343035101890564,0.3113682270050049,0.5461411476135254,-0.026929175481200218,0.31991666555404663,0.4865604639053345,-0.07453683763742447,0.30511316657066345,0.5226256251335144,-0.1040964126586914,0.301932692527771,0.5265671014785767,-0.11918096244335175,0.3596958816051483,0.556464672088623,-0.027721211314201355,0.3599858582019806,0.49546098709106445,-0.08221287280321121,0.35283491015434265,0.5204205513000488,-0.10865611582994461,0.35508641600608826,0.5101119875907898,-0.11817945539951324,0.40236008167266846,0.5866489410400391,-0.0372261218726635,0.40999719500541687,0.5135209560394287,-0.08568966388702393,0.40766292810440063,0.5176769495010376,-0.09685283899307251,0.40540164709091187,0.5012014508247375,-0.09427087754011154,0.4446338713169098,0.6291497945785522,-0.050641756504774094,0.467064768075943,0.5580102801322937,-0.07667366415262222,0.4759286046028137,0.5130548477172852,-0.08213191479444504,0.4833548963069916,0.4563896954059601,-0.08114501088857651
A,0.2938646972179413,0.7931671142578125,-4.0835701042851724e-07,0.2977534532546997,0.7156140208244324,-0.030456990003585815,0.31317511200904846,0.6078614592552185,-0.04403970018029213,0.33225250244140625,0.5209314227104187,-0.058896537870168686,0.3503611385822296,0.46629491448402405,-0.06647463887929916,0.3348745107650757,0.5093675851821899,-0.01137383934110403,0.34787195920944214,0.44199270009994507,-0.05519537627696991,0.3319907784461975,0.5172606706619263,-0.07745043933391571,0.32893824577331543,0.5498824119567871,-0.08571961522102356,0.3382977545261383,0.526748538017273,-0.013846923597157001,0.346956342458725,0.45905137062072754,-0.0626448467373848,0.33501574397087097,0.5432009696960449,-0.07771017402410507,0.33354824781417847,0.5714802742004395,-0.07708540558815002,0.3406054675579071,0.5641963481903076,-0.02392081916332245,0.34813040494918823,0.48689353466033936,-0.06434040516614914,0.3369144797325134,0.5557201504707336,-0.057832542806863785,0.32975274324417114,0.5879685878753662,-0.042235326021909714,0.3432880938053131,0.6129389405250549,-0.03738614171743393,0.3514859676361084,0.5435729026794434,-0.053430743515491486,0.3498210608959198,0.5370827913284302,-0.04616336524486542,0.3506261110305786,0.5179448127746582,-0.03519611805677414
A,0.42508840560913086,0.810236394405365,1.2504030166837765e-07,0.5237473249435425,0.7821282744407654,-0.04725458845496178,0.6103009581565857,0.6854778528213501,-0.055298980325460434,0.6630551815032959,0.5920387506484985,-0.06067093461751938,0.6945129036903381,0.5083792209625244,-0.06802202016115189,0.5530773997306824,0.6230795383453369,-0.017093881964683533,0.5609551668167114,0.5360159873962402,-0.04678929224610329,0.5583215355873108,0.48448002338409424,-0.0795256495475769,0.558135449886322,0.43623054027557373,-0.10588731616735458,0.49830466508865356,0.6117907762527466,-0.012984695844352245,0.49630892276763916,0.5317407846450806,-0.043374694883823395,0.49336227774620056,0.48315760493278503,-0.08331648260354996,0.49388957023620605,0.4424054026603699,-0.11719367653131485,0.4442387521266937,0.6149867177009583,-0.016424525529146194,0.4434399902820587,0.5492275357246399,-0.0502045564353466,0.43977731466293335,0.5034095048904419,-0.07886563986539841,0.43776756525039673,0.4705323278903961,-0.10033391416072845,0.3965814709663391,0.6357421278953552,-0.024587474763393402,0.39059627056121826,0.5747352838516235,-0.055925365537405014,0.3850691318511963,0.531725287437439,-0.07539495825767517,0.3834402561187744,0.49524617195129395,-0.09127974510192871
A,0.2539197504520416,0.7990503907203674,-1.4097697942361265e-07,0.31930890679359436,0.7736392021179199,-0.028995461761951447,0.3582870066165924,0.6994745135307312,-0.04528917744755745,0.3713717758655548,0.6294631361961365,-0.061849113553762436,0.369256854057312,0.5842595100402832,-0.07422973215579987,0.3596106767654419,0.5636874437332153,-0.02722040005028248,0.34386542439460754,0.46658891439437866,-0.06949122995138168,0.33169275522232056,0.5204797983169556,-0.09049152582883835,0.3321203887462616,0.5564248561859131,-0.09986057132482529,0.30677342414855957,0.5680983066558838,-0.03439502418041229,0.28842684626579285,0.4647778272628784,-0.07928149402141571,0.28803199529647827,0.5497635006904602,-0.09027589112520218,0.2991434633731842,0.5921894907951355,-0.08970443159341812,0.253592312335968,0.5941746234893799,-0.04779224097728729,0.2343277484178543,0.5085830688476562,-0.09030650556087494,0.23750658333301544,0.5789507627487183,-0.08301983028650284,0.24948713183403015,0.6092054843902588,-0.06855082511901855,0.20114344358444214,0.6374581456184387,-0.06412505358457565,0.18063363432884216,0.5645450353622437,-0.08974706381559372,0.18463271856307983,0.5729162096977234,-0.08450333774089813,0.1937173455953598,0.5656614303588867,-0.0751987025141716
A,0.2528347671031952,0.8280328512191772,-3.56858777195157e-07,0.34040236473083496,0.8117596507072449,-0.0611841082572937,0.4045299291610718,0.6994458436965942,-0.0876554548740387,0.44670411944389343,0.5994476675987244,-0.10998163372278214,0.4872967004776001,0.5290377736091614,-0.12329916656017303,0.3241107165813446,0.51983642578125,-0.02883506566286087,0.3171565532684326,0.4357072412967682,-0.09327758848667145,0.32804736495018005,0.5434997081756592,-0.1264520138502121,0.34089142084121704,0.6205282211303711,-0.13563574850559235,0.25634145736694336,0.5194412469863892,-0.01858733966946602,0.25082212686538696,0.42150622606277466,-0.08495210856199265,0.2663246989250183,0.5499342083930969,-0.09773058444261551,0.28359779715538025,0.6227677464485168,-0.08662553876638412,0.1934717893600464,0.5351068377494812,-0.021142879500985146,0.18498900532722473,0.42932578921318054,-0.0862717404961586,0.20413699746131897,0.5492939949035645,-0.07442057877779007,0.22311833500862122,0.6221580505371094,-0.044889338314533234,0.13950493931770325,0.5678277611732483,-0.02897835150361061,0.13019050657749176,0.49353891611099243,-0.07370399683713913,0.15285927057266235,0.5726225972175598,-0.06611783802509308,0.17493802309036255,0.6325722932815552,-0.044865597039461136
A,0.27697426080703735,0.7610487937927246,1.172164800777864e-07,0.3471768796443939,0.7319642901420593,-0.05850914493203163,0.4050450026988983,0.6377959847450256,-0.09056058526039124,0.4462432563304901,0.5583928227424622,-0.11717107892036438,0.481910765171051,0.4784744083881378,-0.14008091390132904,0.35240572690963745,0.45253878831863403,-0.05862373113632202,0.36592337489128113,0.44365227222442627,-0.1305559277534485,0.3823885917663574,0.5384029150009155,-0.17564427852630615,0.39192482829093933,0.6188783645629883,-0.19489403069019318,0.28513625264167786,0.4472094476222992,-0.054348547011613846,0.29650163650512695,0.441043496131897,-0.12778964638710022,0.32436513900756836,0.549992561340332,-0.15852642059326172,0.3412489891052246,0.6325697898864746,-0.16629278659820557,0.2245313823223114,0.47610533237457275,-0.05915491655468941,0.22958609461784363,0.45196589827537537,-0.13265717029571533,0.2584758698940277,0.5563570261001587,-0.14209575951099396,0.27642667293548584,0.6337429285049438,-0.13190452754497528,0.1737019121646881,0.52842116355896,-0.06740991771221161,0.18116915225982666,0.5114936828613281,-0.1229267567396164,0.2061976045370102,0.5826088786125183,-0.12854143977165222,0.22176438570022583,0.641179621219635,-0.11941558867692947
A,0.4640921354293823,0.7996262311935425,3.1631216756977665e-08,0.5392285585403442,0.739156186580658,-0.04173072800040245,0.5802573561668396,0.6275887489318848,-0.06182929128408432,0.5876523852348328,0.5263557434082031,-0.0777169018983841,0.5805327296257019,0.4455401599407196,-0.09525749832391739,0.5923087000846863,0.6093392372131348,-0.05426332727074623,0.6131283044815063,0.513160765171051,-0.0966334119439125,0.6168708801269531,0.4361215829849243,-0.13208609819412231,0.6186323165893555,0.36976444721221924,-0.1586557924747467,0.5414407849311829,0.6160390377044678,-0.05426323413848877,0.5315923690795898,0.5180116295814514,-0.10332749783992767,0.5094506740570068,0.4833473563194275,-0.1395793855190277,0.5045949220657349,0.4564518928527832,-0.16451478004455566,0.4876425862312317,0.6328492164611816,-0.05803777649998665,0.4716190993785858,0.5564270615577698,-0.10842601954936981,0.45592615008354187,0.517755925655365,-0.1354326605796814,0.4517327547073364,0.48431628942489624,-0.1499667912721634,0.4355085790157318,0.6579602956771851,-0.06395001709461212,0.41732728481292725,0.5880565643310547,-0.10506585240364075,0.4056013822555542,0.5372118353843689,-0.12351314723491669,0.40149980783462524,0.49100881814956665,-0.1347864717245102
A,0.4656461179256439,0.737841010093689,9.472171313973377e-08,0.5265486836433411,0.6943746209144592,-0.03374941647052765,0.5577333569526672,0.5990973711013794,-0.06022122874855995,0.560019314289093,0.5028694272041321,-0.07787963002920151,0.556614339351654,0.4216579794883728,-0.09744670242071152,0.580316424369812,0.5963541865348816,-0.09109387546777725,0.6015259623527527,0.4810219705104828,-0.12907125055789948,0.5972629189491272,0.4029253125190735,-0.15318246185779572,0.5881519317626953,0.34281712770462036,-0.16810214519500732,0.5277835130691528,0.6068168878555298,-0.08446160703897476,0.5197195410728455,0.49348965287208557,-0.11223706603050232,0.5056337714195251,0.42744630575180054,-0.12263109534978867,0.4985678493976593,0.38534748554229736,-0.13337261974811554,0.4741145372390747,0.6175088286399841,-0.07747751474380493,0.46380820870399475,0.5214558243751526,-0.10195386409759521,0.4545638859272003,0.46182358264923096,-0.10554175078868866,0.45337173342704773,0.4203460216522217,-0.10989918559789658,0.4293820261955261,0.6254827380180359,-0.07150954008102417,0.41807568073272705,0.5636639595031738,-0.09297605603933334,0.41020095348358154,0.5292065143585205,-0.09439120441675186,0.4101015329360962,0.5047349333763123,-0.09532564133405685
